千锋大数据教程：6、sparkcontext-1,大数据,17:10,1,0,2018/6/15,丽丽比比666,http://www.bilibili.com/video/av24907879?from=search&seid=1773859434893842546
千锋大数据教程：3、两种类型的算子：transformation和action-1,大数据,18:42,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25273344?from=search&seid=1773859434893842546
千锋大数据教程：6、通过反射推断schema-1,大数据,18:04,1,0,2018/6/13,哦哦YY666,http://www.bilibili.com/video/av24809689?from=search&seid=1773859434893842546
千锋大数据教程：10、映射-1,大数据,9:03,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25267288?from=search&seid=1773859434893842546
千锋大数据教程：1、rdd的概念-1,大数据,13:15,1,0,2018/6/15,啊啊哦哦888,http://www.bilibili.com/video/av24950287?from=search&seid=1773859434893842546
千锋大数据教程：7、scala实现wordcount-1,大数据,19:24,1,0,2018/6/16,ww我看看66,http://www.bilibili.com/video/av24995840?from=search&seid=1773859434893842546
千锋大数据教程：4、集群启动流程-worker类-1,大数据,12:47,1,0,2018/6/15,丽丽比比666,http://www.bilibili.com/video/av24907441?from=search&seid=1773859434893842546
千锋大数据教程：11、元组-1,大数据,12:40,1,0,2018/6/8,欧洋666,http://www.bilibili.com/video/av24531598?from=search&seid=1773859434893842546
【千锋Web前端】Taro开发框架视频，不看后悔,h5,3:43:25,966,12,2019/11/14,千锋教育,http://www.bilibili.com/video/av75673449?from=search&seid=1773859434893842546
2019千锋Python全套视频教程，史上最经典,python,82:57:27,18000,26,2019/7/5,千锋教育,http://www.bilibili.com/video/av57879649?from=search&seid=1773859434893842546
2019Golang进阶实战编程(学完基础必看)【千锋GO语言】,其他,7:01:57,10000,64,2019/6/26,千锋教育,http://www.bilibili.com/video/av56945376?from=search&seid=1773859434893842546
千锋大数据教程：4、自定义二次排序-1,大数据,23:11,1,0,2018/6/17,aoudenu865,http://www.bilibili.com/video/av25095540?from=search&seid=1773859434893842546
千锋扣丁学堂Python视频教程-数据查询-2,python,20:00,2,0,2019/8/22,扣丁学堂,http://www.bilibili.com/video/av64860212?from=search&seid=1773859434893842546
千锋教育扣丁学堂Python视频教程-python运算符之逻辑运算符成员运算符,python,19:04,1,0,2019/9/12,扣丁学堂,http://www.bilibili.com/video/av67450442?from=search&seid=1773859434893842546
【千锋Linux】Shell教程，看过最详细的视频,其他,1:01:42,648,0,2019/11/19,千锋教育,http://www.bilibili.com/video/av76294331?from=search&seid=1773859434893842546
2019千锋Python爬虫超详细教程（精华版）,python,4:00:43,306,1,2019/11/27,程序员手札,http://www.bilibili.com/video/av77238271?from=search&seid=1773859434893842546
Electron-HTML+CSS+JS构建跨平台桌面应用程序【千锋Web前端】,h5,3:46:34,2766,9,2019/10/21,千锋教育,http://www.bilibili.com/video/av72028068?from=search&seid=1773859434893842546
千锋大数据教程：12、集合之seq-1,大数据,18:34,1,0,2018/6/8,欧洋666,http://www.bilibili.com/video/av24531605?from=search&seid=1773859434893842546
千锋大数据教程：5、变量的声明-1,大数据,6:45,1,0,2018/6/17,aoudenu865,http://www.bilibili.com/video/av25084153?from=search&seid=1823680416074865787
千锋大数据教程：12、集合之seq-1,大数据,18:34,1,0,2018/6/11,哦哦YY666,http://www.bilibili.com/video/av24694645?from=search&seid=1823680416074865787
千锋大数据教程：13、集合之set-1,大数据,7:57,1,0,2018/6/17,aoudenu865,http://www.bilibili.com/video/av25085098?from=search&seid=1823680416074865787
千锋TypeScript全套视频（程序员必备）,其他,1:56:33,712,1,2019/11/26,千锋教育,http://www.bilibili.com/video/av77124408?from=search&seid=1823680416074865787
2019千锋Python爬虫全套视频（最经典）,python,34:49:32,8284,25,2019/8/6,千锋教育,http://www.bilibili.com/video/av62379549?from=search&seid=1823680416074865787
千锋大数据教程：10、executor向driveractor反向注册的过程-1,大数据,6:22,5,0,2018/6/18,aoudenu865,http://www.bilibili.com/video/av25144540?from=search&seid=1823680416074865787
千锋大数据教程：1、案例需求-求用户在某基站停留的时间-1,大数据,12:57,1,0,2018/6/20,哦哦抗旱666,http://www.bilibili.com/video/av25228467?from=search&seid=1823680416074865787
千锋大数据教程：10、模式匹配之匹配数组、元组、集合-1,大数据,18:35,1,0,2018/6/13,哦哦YY666,http://www.bilibili.com/video/av24771346?from=search&seid=1823680416074865787
千锋大数据教程：4、集群启动流程-worker类-1,大数据,12:47,1,0,2018/6/11,欧洋666,http://www.bilibili.com/video/av24683225?from=search&seid=1823680416074865787
千锋大数据教程：4、自定义二次排序-1,大数据,23:11,6,0,2018/6/15,啊啊哦哦888,http://www.bilibili.com/video/av24951896?from=search&seid=1823680416074865787
千锋扣丁学堂Python视频教程-Flask介绍-2,python,17:11,1,0,2019/8/21,扣丁学堂,http://www.bilibili.com/video/av64700910?from=search&seid=1823680416074865787
人工智能预测2020年天猫销量【千锋Python】,python,33:06:00,325,0,2019/11/26,千锋教育,http://www.bilibili.com/video/av77124487?from=search&seid=1823680416074865787
千锋大数据教程：3、webui观察stage划分和任务的生成-1,大数据,12:04,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25275199?from=search&seid=1823680416074865787
千锋大数据教程：2、安装开发环境-1,大数据,6:07,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25266545?from=search&seid=1823680416074865787
千锋大数据教程：2、生成rdd的两种方式-1,大数据,5:36,1,0,2018/6/15,丽丽比比666,http://www.bilibili.com/video/av24901703?from=search&seid=1823680416074865787
千锋大数据教程：5、常用算子练习2-1,大数据,16:58,1,0,2018/6/16,ww我看看66,http://www.bilibili.com/video/av25001434?from=search&seid=1823680416074865787
千锋大数据教程：5、变量的声明-1,大数据,6:45,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25266776?from=search&seid=1823680416074865787
千锋大数据教程：3、wordcount中创建了那些rdd-1,大数据,13:06,1,0,2018/6/20,点击诶春6666,http://www.bilibili.com/video/av25274592?from=search&seid=1823680416074865787
千锋大数据教程：2、构造器、辅助构造器-1,大数据,20:40,1,0,2018/6/17,aoudenu865,http://www.bilibili.com/video/av25086532?from=search&seid=1823680416074865787
千锋大数据教程：1、rdd之间的依赖关系-1,大数据,11:14,1,0,2018/6/13,哦哦YY666,http://www.bilibili.com/video/av24807093?from=search&seid=1823680416074865787
（高级）uniApp视频全套资料配源码【千锋Web前端】,h5,6:43:33,12,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77959938?from=search&seid=736321792172166336
（高级）2019ios混合开发视频精讲【千锋Web前端】,h5,37:15:00,4,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77940257?from=search&seid=736321792172166336
2019软件测试：高级自动化测试技术【千锋】,其他,17:50:10,243,0,2019/11/21,程序员手札,http://www.bilibili.com/video/av76481577?from=search&seid=736321792172166336
2019千锋软件测试项目实践-功能测试,其他,6:32:39,3330,2,2019/9/12,千锋教育,http://www.bilibili.com/video/av67493903?from=search&seid=736321792172166336
【（千锋教育）互联网 Java 全栈工程师】编程到底学什么,java,2:09:56,6060,186,2019/5/20,鲁斯菲尔,http://www.bilibili.com/video/av53028038?from=search&seid=736321792172166336
【（千锋教育）Java 微服务实战合集】Spring Cloud Alibaba For MyShop,java,5:57:53,11000,96,2019/2/25,鲁斯菲尔,http://www.bilibili.com/video/av44630160?from=search&seid=736321792172166336
千锋大数据hadoop教程：hadoop快速入门，就看这教程,大数据,27:28:55,28000,62,2017/10/25,千锋教育,http://www.bilibili.com/video/av15712148?from=search&seid=736321792172166336
PMP是什么，PMP证书有什么意义,其他,6:29,772,0,2019/11/15,千锋教育,http://www.bilibili.com/video/av75726896?from=search&seid=736321792172166336
【好程序员】Python爬虫全套视频教程,python,25:24:11,523,8,2019/11/5,千锋教育,http://www.bilibili.com/video/av74585301?from=search&seid=736321792172166336
【好程序员】2019Django全套视频教程,python,42:16:14,1094,0,2019/10/16,千锋教育,http://www.bilibili.com/video/av71443305?from=search&seid=736321792172166336
2019千锋SEM竞价从0到1【互联网营销】,其他,8:34:17,2384,3,2019/9/25,千锋教育,http://www.bilibili.com/video/av68975155?from=search&seid=736321792172166336
Goweb开发之Gin框架实战【2019千锋】,其他,2:11:50,2336,12,2019/9/23,千锋教育,http://www.bilibili.com/video/av68769981?from=search&seid=736321792172166336
【千锋教育】区块链比特币 300集 案例实战（完）,其他,85:42:20,3617,4,2019/5/29,逆风微笑的代码狗,http://www.bilibili.com/video/av53884920?from=search&seid=736321792172166336
2019千锋GO语言超详细入门教程（笔记+课件+源码）,其他,13:46:34,9114,44,2019/3/27,千锋教育,http://www.bilibili.com/video/av47467197?from=search&seid=736321792172166336
【（千锋教育）互联网 Java 全栈工程师】谈谈现状聊聊未来,java,41:48:00,5393,209,2019/3/14,鲁斯菲尔,http://www.bilibili.com/video/av46215472?from=search&seid=736321792172166336
2019千锋Web前端：Vue实战项目之喵喵电影（46集）,h5,13:25:46,672,1,2019/10/26,萧曵__,http://www.bilibili.com/video/av73412936?from=search&seid=736321792172166336
千锋电商设计全套教程精讲【UI设计】,其他,11:59:33,1133,0,2019/10/16,千锋教育,http://www.bilibili.com/video/av71444666?from=search&seid=736321792172166336
2019千锋最新GO语言超详细入门教程（笔记+课件+源码）,其他,13:48:02,1139,2,2019/10/10,张奇MAX,http://www.bilibili.com/video/av70796554?from=search&seid=736321792172166336
【千锋教育】网络营销 基础+进阶+高级（学完可就业/2019版）-连载中,其他,20:25:39,1288,0,2019/10/7,千锋教育,http://www.bilibili.com/video/av70491023?from=search&seid=736321792172166336
【千锋教育】web前端 Html5核心知识讲解（2019年新版）,h5,24:05:07,1158,1,2019/9/29,逆风微笑的代码狗,http://www.bilibili.com/video/av68725367?from=search&seid=736321792172166336
【千锋Java】spring框架教程(IDEA) 2019,java,5:27:07,3223,38,2019/8/21,紫-幻雨,http://www.bilibili.com/video/av64742878?from=search&seid=17750927657125982634
2019Java微服务架构2.0~最前沿技术精选【千锋】,java,30:38:34,5144,8,2019/7/23,千锋教育,http://www.bilibili.com/video/av60461684?from=search&seid=17750927657125982634
2019嵌入式高级C语言【千锋物联网】,其他,33:04:05,5888,3,2019/7/2,千锋教育,http://www.bilibili.com/video/av57518124?from=search&seid=17750927657125982634
6天快速掌握网页设计【千锋UI】,其他,10:24:57,6412,12,2019/5/6,千锋教育,http://www.bilibili.com/video/av51583101?from=search&seid=17750927657125982634
千锋JavaWeb精品教程：从快速入门到实战讲解,java,100:14:32,9545,9,2019/1/17,技术宅子,http://www.bilibili.com/video/av40982067?from=search&seid=17750927657125982634
千锋Java基础教程-Java基础,java,80:50:37,13000,87,2018/11/16,千锋教育,http://www.bilibili.com/video/av36047619?from=search&seid=17750927657125982634
千锋2018最新软件测试基础教程：负基础入门经典版,其他,18:04:06,21000,110,2018/3/28,千锋教育,http://www.bilibili.com/video/av21328714?from=search&seid=17750927657125982634
千锋大数据spark基础完整教程，史上超强,大数据,22:34:12,17000,41,2018/3/10,java世界第一,http://www.bilibili.com/video/av20588550?from=search&seid=17750927657125982634
JavaScript全套教程（千锋)[持续更新],h5,9:10:56,4,0,2019/12/3,肥皂战士,http://www.bilibili.com/video/av77942898?from=search&seid=17750927657125982634
（高级）【千锋】2019Java微服务架构(SpringBoot+SpringCloud)（156集）,java,48:10:14,94,0,2019/11/29,佐藤Edward,http://www.bilibili.com/video/av77366610?from=search&seid=17750927657125982634
【千锋教育】2019 linux云计算云主机系统管理及服务配置实战,其他,7:30:09,663,0,2019/9/26,良许IT视频教程,http://www.bilibili.com/video/av69086478?from=search&seid=17750927657125982634
【千锋教育】2019UI设计师 Axure从入门到大师全集,其他,4:23:52,1453,0,2019/9/13,逆风微笑的代码狗,http://www.bilibili.com/video/av67599966?from=search&seid=17750927657125982634
2019年-千锋最新ElasticSearch6实战教程,其他,10:04:55,2513,0,2019/9/10,程序员手札,http://www.bilibili.com/video/av67244922?from=search&seid=17750927657125982634
2019Linux高级程序设计全套视频【千锋物联网】,其他,12:52:55,3560,4,2019/8/12,千锋教育,http://www.bilibili.com/video/av63422416?from=search&seid=17750927657125982634
【千锋】Java微服务架构实战教程（179集）,java,37:21:10,5825,1,2019/6/30,程序员手札,http://www.bilibili.com/video/av57347524?from=search&seid=17750927657125982634
【千锋Java】Web实战入门教程（198集）,java,99:02:05,6032,0,2019/6/25,程序员手札,http://www.bilibili.com/video/av56760355?from=search&seid=17750927657125982634
WebService全套实战教程（12）【2019千锋Java】,java,4:53:19,5472,20,2019/6/5,千锋教育,http://www.bilibili.com/video/av54649018?from=search&seid=17750927657125982634
2019最新ElasticSearch快速入门教程【千锋大数据】,大数据,11:00:22,6402,21,2019/5/6,千锋教育,http://www.bilibili.com/video/av51668030?from=search&seid=17750927657125982634
【千锋教育】Java 核心框架 springmvc+mybatis+spring+容灾项目实战,java,51:06:54,6034,2,2019/3/3,逆风微笑的代码狗,http://www.bilibili.com/video/av45155727?from=search&seid=17750927657125982634
2019千锋DvaJS视频精讲，全网首发！【Web前端】,h5,1:29:50,1226,2,2019/10/14,千锋教育,http://www.bilibili.com/video/av71232308?from=search&seid=17750927657125982634
2019千锋Python最新Swiper项目从入门到实战,python,44:25:39,2382,0,2019/9/17,千锋教育,http://www.bilibili.com/video/av68097368?from=search&seid=16172444063011127978
【千锋Python全栈】最经典的Django教程,python,34:23:19,3106,0,2019/8/8,张奇MAX,http://www.bilibili.com/video/av62835411?from=search&seid=16172444063011127978
2019千锋UI网页设计全套视频（精品版）,其他,5:20:00,2708,4,2019/8/5,千锋教育,http://www.bilibili.com/video/av62361459?from=search&seid=16172444063011127978
2019千锋JavaScript全套视频~全套资料（334集）,h5,112:00:01,3375,5,2019/7/10,程序员手札,http://www.bilibili.com/video/av58573498?from=search&seid=16172444063011127978
数据分析和人工智能教程全套【2019千锋Python】（81-145集）,python,31:03:44,2726,0,2019/7/8,GalileoHua,http://www.bilibili.com/video/av58349202?from=search&seid=16172444063011127978
千锋教育 Go语言入门视频,其他,13:18:51,3658,15,2019/6/18,rubyhan1314,http://www.bilibili.com/video/av56018934?from=search&seid=16172444063011127978
JavaWeb全套实战教程（5）【2019千锋Java】,java,26:01:19,5205,3,2019/6/5,千锋教育,http://www.bilibili.com/video/av54580947?from=search&seid=16172444063011127978
2019千锋Web前端入门教程+学习资料【完结】,h5,52:47:12,6601,16,2019/4/9,千锋教育,http://www.bilibili.com/video/av48733300?from=search&seid=16172444063011127978
千锋：PHP高级实战教程全集,其他,10:03:54,6839,28,2019/3/21,千锋教育,http://www.bilibili.com/video/av46877866?from=search&seid=16172444063011127978
千锋Linux：MySQL DBA从入门到精通,其他,21:31:32,7535,12,2019/3/19,千锋教育,http://www.bilibili.com/video/av46705210?from=search&seid=16172444063011127978
千锋UI：网页设计入门基础教程,其他,7:19:58,6795,16,2019/3/16,千锋教育,http://www.bilibili.com/video/av46446455?from=search&seid=16172444063011127978
【（千锋教育）课外拓展】Spring Cloud Alibaba Dubbo,java,1:17:48,6444,78,2019/3/16,鲁斯菲尔,http://www.bilibili.com/video/av46423549?from=search&seid=16172444063011127978
千锋html5基础入门教程：史上最容易听懂的基础教程（专为零基础学员打造）,h5,14:00:47,17000,100,2018/2/4,zj9540,http://www.bilibili.com/video/av19113285?from=search&seid=16172444063011127978
千锋网络营销与SEO基础课程：看懂这教程，年薪十万起步,其他,6:38:28,18000,75,2017/11/4,千锋教育,http://www.bilibili.com/video/av16004806?from=search&seid=16172444063011127978
千锋python视频教程：Python3基础教程从入门到精通,python,15:35:37,21000,105,2017/9/29,千锋教育,http://www.bilibili.com/video/av14886455?from=search&seid=16172444063011127978
（高级）2019最新Webpack4.0教程【千锋Web前端】（11集）,h5,1:57:51,4,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77958576?from=search&seid=16172444063011127978
（高级）2019轻松玩转微信小程序开发【千锋Web前端】,h5,4:42:00,5,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77946308?from=search&seid=16172444063011127978
（高级）【千锋Web前端】2019React服务器端渲染-NextJS实战（13集）,h5,2:34:41,5,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77935808?from=search&seid=16172444063011127978
（高级）【千锋Web前端】2019GraphQL查询语言入门到精通（9集）,h5,2:02:34,4,0,2019/12/3,佐藤Edward,http://www.bilibili.com/video/av77935112?from=search&seid=16172444063011127978
（基础）【千锋】Web前端小白入门必看预习视频（连载中）（33集）,h5,3:33:29,7,0,2019/12/2,佐藤Edward,http://www.bilibili.com/video/av77780355?from=search&seid=16172444063011127978
2019从零开始系列-从零开始学数据库-Oracle【千锋Java达摩院】,java,5:11:52,42,0,2019/12/1,佐藤Edward,http://www.bilibili.com/video/av77674028?from=search&seid=9212310825174037132
Springboot框架项目实战-电商平台《伴我汽车》【千锋Java】,java,3:48:58,765,0,2019/10/28,千锋教育,http://www.bilibili.com/video/av73748906?from=search&seid=9212310825174037132
小程序全栈开发之喵喵交友，视频免费全开源【千锋Web前端】,h5,10:39:52,773,0,2019/10/21,千锋教育,http://www.bilibili.com/video/av72028587?from=search&seid=9212310825174037132
2019好程序员大数据必学Java基础全套教程（一）,java,49:51:07,1244,1,2019/9/25,千锋教育,http://www.bilibili.com/video/av68969424?from=search&seid=9212310825174037132
【千锋教育】2019web前端新人入行面试常见问题大合集（完结）,h5,3:44:04,1611,0,2019/8/16,逆风微笑的代码狗,http://www.bilibili.com/video/av63969374?from=search&seid=9212310825174037132
【千锋教育】数据库开发入门到精通 （C++）,其他,5:34:33,1603,0,2019/8/4,逆风微笑的代码狗,http://www.bilibili.com/video/av62199980?from=search&seid=9212310825174037132
2019最新nodeJS从入门到大神【千锋Web前端】,h5,17:05:21,2530,14,2019/7/17,程序员手札,http://www.bilibili.com/video/av59502024?from=search&seid=9212310825174037132
2019千锋Web前端：Vue实战项目之喵喵电影（46集）,h5,13:25:46,3221,2,2019/7/17,程序员手札,http://www.bilibili.com/video/av59501490?from=search&seid=9212310825174037132
2019千锋Java入门教程+学习资料【完结】（123集）,java,96:28:01,5023,4,2019/6/23,程序员手札,http://www.bilibili.com/video/av56531329?from=search&seid=9212310825174037132
2019JavaScript全套视频~资料-千锋,h5,113:11:26,6619,4,2019/4/24,学IT的小朋友,http://www.bilibili.com/video/av50379071?from=search&seid=9212310825174037132
最新千锋Python入门教程~完结！！,python,77:26:13,5091,1,2019/4/19,学IT的小朋友,http://www.bilibili.com/video/av49759379?from=search&seid=9212310825174037132
千锋python最新高级教程：数据分析，快速入门篇,python,26:21:06,14000,17,2018/1/26,千锋教育,http://www.bilibili.com/video/av18747232?from=search&seid=9212310825174037132
好程序员Python入门预习视频,python,20:58:50,488,0,2019/10/29,千锋教育,http://www.bilibili.com/video/av73854989?from=search&seid=9212310825174037132
2019千锋Java微服务架构2.0项目实战，全网最新,java,9:41:47,700,2,2019/10/14,千锋教育,http://www.bilibili.com/video/av71234789?from=search&seid=9212310825174037132
2019千锋JavaScript全套视频~全套资料（331集）,h5,113:54:28,1123,0,2019/10/5,程序员小草帽,http://www.bilibili.com/video/av70215535?from=search&seid=9212310825174037132
【我要学PHP】千锋PHP教程系列之PHP高级课程,其他,15:38:37,853,0,2019/9/24,自力更生的小咸鱼,http://www.bilibili.com/video/av68794069?from=search&seid=9212310825174037132
2019数据库知识全套视频教程【千锋物联网】,其他,5:46:35,1970,0,2019/9/4,千锋教育,http://www.bilibili.com/video/av66637975?from=search&seid=9212310825174037132
2019C++面向对象高级语言程序设计全套视频【千锋物联网】,其他,14:54:07,1967,1,2019/9/4,千锋教育,http://www.bilibili.com/video/av66548750?from=search&seid=9212310825174037132
2019新媒体运营超详细入门教程【千锋互联网营销】,其他,1:38:53,1628,2,2019/9/3,千锋教育,http://www.bilibili.com/video/av66541976?from=search&seid=9212310825174037132
【好程序员】2019Java超详细入门教程（精华版）,java,14:10:31,2645,8,2019/8/12,千锋教育,http://www.bilibili.com/video/av63430723?from=search&seid=9212310825174037132
2019千锋物联网C语言全套视频~持续更新（精品版）,其他,12:24:53,2968,0,2019/8/5,千锋教育,http://www.bilibili.com/video/av62361384?from=search&seid=2254293164200863809
2019Linux驱动开发精讲【千锋物联网】,其他,3:10:01,3538,18,2019/7/2,千锋教育,http://www.bilibili.com/video/av57516795?from=search&seid=2254293164200863809
2019Web前端入门教程-完结（千锋）,h5,52:47:13,5425,0,2019/4/18,学IT的小朋友,http://www.bilibili.com/video/av49656082?from=search&seid=2254293164200863809
10天自学Java，轻松掌握Java编程基础【千锋】,java,14:12:20,5734,14,2019/4/15,千锋教育,http://www.bilibili.com/video/av49457897?from=search&seid=2254293164200863809
2019大数据：2天学会Lambda表达式【千锋】,大数据,1:31:56,4166,106,2019/4/15,千锋教育,http://www.bilibili.com/video/av49457747?from=search&seid=2254293164200863809
2019千锋Web前端超详细入门教程（笔记+课件+源码）,h5,28:21:33,6284,6,2019/3/28,千锋教育,http://www.bilibili.com/video/av47535781?from=search&seid=2254293164200863809
千锋：Unity RPG游戏从入门到实战全套教程,其他,31:08:48,5992,6,2019/3/20,千锋教育,http://www.bilibili.com/video/av46809670?from=search&seid=2254293164200863809
千锋：区块链从入门到精通（小白必看）,其他,36:44:04,5894,0,2019/3/19,千锋教育,http://www.bilibili.com/video/av46716158?from=search&seid=2254293164200863809
千锋Linux：Shell脚本入门全套教程,其他,37:10:56,6378,10,2019/3/17,千锋教育,http://www.bilibili.com/video/av46503581?from=search&seid=2254293164200863809
千锋Linux：Web安全渗透全套教程,其他,20:42:40,5426,6,2019/3/16,千锋教育,http://www.bilibili.com/video/av46479592?from=search&seid=2254293164200863809
千锋Java：EasyUI框架入门教程,java,12:27:40,6370,30,2019/3/7,千锋教育,http://www.bilibili.com/video/av45617396?from=search&seid=2254293164200863809
千锋Java框架实战视频教程 (完整版),java,39:13:33,5704,0,2019/1/9,技术宅子,http://www.bilibili.com/video/av40321003?from=search&seid=2254293164200863809
千锋VR入门教程：C#编程语言,其他,42:23:38,13000,37,2018/5/10,千锋教育,http://www.bilibili.com/video/av23255254?from=search&seid=2254293164200863809
学习云计算从入门到实践，千锋超经典视频全集,其他,57:17:25,13000,10,2018/3/28,千锋教育,http://www.bilibili.com/video/av21342831?from=search&seid=2254293164200863809
2019千锋Web前端初识与职业发展,h5,18:35,2,0,2019/12/2,佐藤Edward,http://www.bilibili.com/video/av77779145?from=search&seid=2254293164200863809
2019主流框架系列-Struts2【千锋Java达摩院】,java,2:33:47,22,0,2019/12/1,佐藤Edward,http://www.bilibili.com/video/av77675325?from=search&seid=2254293164200863809
2019Java微服务实战Spring Cloud Alibaba For MyShop【千锋】,java,6:02:12,22,0,2019/12/1,佐藤Edward,http://www.bilibili.com/video/av77670905?from=search&seid=2254293164200863809
2019Java微服务架构Alibaba篇_Spring Cloud Alibaba【千锋】（24集）,java,5:21:07,20,1,2019/12/1,佐藤Edward,http://www.bilibili.com/video/av77670094?from=search&seid=2254293164200863809
（进阶）【千锋Java】容灾项目从入门到实战（107集）,java,28:33:59,40,0,2019/11/27,佐藤Edward,http://www.bilibili.com/video/av77234323?from=search&seid=2254293164200863809
2019千锋JAVA面试题全集，看完就会,java,10:28:35,135,0,2019/11/25,佐藤Edward,http://www.bilibili.com/video/av77011370?from=search&seid=2254293164200863809
区块链核心技术自主创新新风向【千锋Go语言】,其他,1:22:04,516,0,2019/10/30,千锋教育,http://www.bilibili.com/video/av73900708?from=search&seid=17031126013611859395
Linux云计算小白入门必看预习视频【好程序员】,其他,13:55:30,527,0,2019/10/21,千锋教育,http://www.bilibili.com/video/av72035398?from=search&seid=17031126013611859395
什么是云计算？,其他,40:20:00,919,1,2019/10/13,千锋教育,http://www.bilibili.com/video/av71139591?from=search&seid=17031126013611859395
2019千锋Web前端：Vue实战项目之喵喵电影（46集）,h5,13:25:46,810,2,2019/10/10,程序员小草帽,http://www.bilibili.com/video/av70740070?from=search&seid=17031126013611859395
Python爬虫—国庆档电影爬取与分析【千锋】,python,1:44:40,952,3,2019/9/29,千锋教育,http://www.bilibili.com/video/av69411039?from=search&seid=17031126013611859395
【我要学PHP】千锋PHP教程系列之从入门到WEB实战,其他,23:04:06,763,0,2019/9/22,自力更生的小咸鱼,http://www.bilibili.com/video/av68617554?from=search&seid=17031126013611859395
2019千锋Web前端：实战项目之拉勾网,h5,6:48:08,1143,3,2019/9/17,千锋教育,http://www.bilibili.com/video/av68090854?from=search&seid=17031126013611859395
Go语言微服务框架学习实践【2019千锋】,其他,2:05:25,1230,12,2019/9/17,千锋教育,http://www.bilibili.com/video/av68090026?from=search&seid=17031126013611859395
2019千锋Web前端：实战项目之网易云,h5,1:26:43,1433,0,2019/9/3,千锋教育,http://www.bilibili.com/video/av66541885?from=search&seid=17031126013611859395
【好程序员】2019Python超详细入门教程（精华版）,python,7:31:21,1846,14,2019/8/12,千锋教育,http://www.bilibili.com/video/av63430983?from=search&seid=17031126013611859395
2019千锋Python爬虫超详细教程（精华版）,python,4:00:43,1425,8,2019/8/8,千锋教育,http://www.bilibili.com/video/av62818953?from=search&seid=17031126013611859395
2019轻松玩转微信小程序开发【千锋Web前端】,h5,4:42:00,1814,11,2019/8/8,千锋教育,http://www.bilibili.com/video/av62816038?from=search&seid=17031126013611859395
【千锋Linux】Shell脚本入门全套教程,其他,37:10:56,2931,1,2019/7/29,星烁游辰,http://www.bilibili.com/video/av61313982?from=search&seid=17031126013611859395
【千锋】Linux从入门到精通（小白必看）,其他,63:47:45,2756,0,2019/7/28,星烁游辰,http://www.bilibili.com/video/av61051109?from=search&seid=17031126013611859395
千锋h5微案例教程，有实战还怕学不会H5？,h5,11:01:57,1283,5,2019/7/25,努力的熊吉同学呀,http://www.bilibili.com/video/av60725897?from=search&seid=17031126013611859395
2019从零开始系列-从零开始学数据库-Oracle【千锋Java达摩院】,java,5:11:52,2916,9,2019/6/16,千锋教育,http://www.bilibili.com/video/av55814120?from=search&seid=17031126013611859395
Spring全套实战教程（8）【2019千锋Java】,java,10:41:57,3325,5,2019/6/5,千锋教育,http://www.bilibili.com/video/av54651904?from=search&seid=17031126013611859395
2019软件测试：高级自动化测试技术（六）【千锋】,其他,17:50:11,3627,1,2019/5/28,千锋教育,http://www.bilibili.com/video/av53889198?from=search&seid=17031126013611859395
2019JAVA设计模式精讲【千锋大数据】,java,1:47:47,3073,20,2019/5/28,千锋教育,http://www.bilibili.com/video/av53889019?from=search&seid=17031126013611859395
最新Tornado框架实战教程【2019千锋Python】,python,15:15:32,3829,9,2019/5/20,千锋教育,http://www.bilibili.com/video/av53094483?from=search&seid=17031126013611859395
Vue实战项目之喵喵电影~内部资源（千锋Web前端）,h5,13:25:46,3718,1,2019/4/19,学IT的小朋友,http://www.bilibili.com/video/av49750295?from=search&seid=1809036526566609125
Linux大型网站高并发架构及自动化运维（五）【2019千锋Linux】,其他,32:34:13,4627,10,2019/4/3,千锋教育,http://www.bilibili.com/video/av48123566?from=search&seid=1809036526566609125
千锋：Unity游戏架构从入门到实战全套教程,其他,47:58:06,5218,4,2019/3/20,千锋教育,http://www.bilibili.com/video/av46811215?from=search&seid=1809036526566609125
千锋：Java微服务架构实战教程,java,37:21:08,6270,3,2019/3/9,千锋教育,http://www.bilibili.com/video/av45733837?from=search&seid=1809036526566609125
【千锋教育】物联网开发 基础+实战课程（C++/C#基础）,其他,52:19:17,3964,4,2019/2/11,逆风微笑的代码狗,http://www.bilibili.com/video/av43200317?from=search&seid=1809036526566609125
千锋Java视频教程-Web实战讲解,java,100:14:32,6193,5,2019/1/21,千锋教育,http://www.bilibili.com/video/av41328856?from=search&seid=1809036526566609125
2018最新千锋linux云计算从入门到精通,其他,150:47:56,8782,0,2018/11/18,学点it大技术,http://www.bilibili.com/video/av36194070?from=search&seid=1809036526566609125
